item_id,element_name,en,es,de,fr,nl
parent_survey_child_491,ChildEFQ15,"<b>Waits for their turn to act</b> (e.g., waits patiently in line at a grocery store or when sharing a toy with sibling).","<b>Espera su turno para actuar</b> (p. ej., espera pacientemente en la fila del supermercado o cuando comparte un juguete con su hermano).","<b>Wartet, bis es an der Reihe ist</b> (es wartet z. B. geduldig in der Schlange im Supermarkt oder wenn es ein Spielzeug mit einem Geschwisterkind teilt).",,
parent_survey_child_492,ChildEFQ20,"<b>Completes age-appropriate numerical mental calculation</b> (e.g., adds prices of goods, calculates time, how much they are older than someone else).","<b>Realiza cálculos mentales numéricos apropiados para su edad</b> (p. ej., suma precios de productos, calcula el tiempo, la diferencia de edad que hay entre él/ella y otra persona).","<b>Führt altersgemäße numerische Berechnungen im Kopf durch</b> (z. B. addiert es Preise von Waren, berechnet die Zeit, wie viel älter es ist als jemand anderes).",,
parent_survey_child_493,ChildEFQ26,"<b>Understands conflicting perspectives/ideas</b> (e.g., acknowledges a different point of view, accepts different ways of doing things, can see a situation from someone else’s perspective).","<b>Entiende las posiciones o ideas contradictorias</b> (p. ej., reconoce un punto de vista diferente, acepta distintas formas de hacer las cosas, puede ver una situación desde la perspectiva de otra persona).","<b>Versteht widersprüchliche Perspektiven/Ideen</b> (es akzeptiert z. B. einen anderen Standpunkt, akzeptiert andere Vorgehensweisen, kann eine Situation aus dem Blickwinkel eines anderen sehen).",,
parent_survey_child_494,ChildEFQ32,"<b>Checks for mistakes before completing a task</b> (e.g., reviews and corrects errors on class assignments).","<b>Verifica si hay errores antes de completar una tarea</b> (p. ej., revisa y corrige los errores en las tareas de clase).","<b>Prüft, ob es Fehler gibt, bevor es eine Aufgabe erledigt</b> (z. B. prüft und korrigiert es Fehler bei Klassenarbeiten).",,
parent_survey_child_495,ChildEFQ5,"<b>Persists on a difficult cognitive/learning task</b> (e.g., homework) <b>by trying to figure things out, asking questions, and not quitting.</b>","<b>Persiste en tareas con alta demanda cognitiva / de aprendizaje</b> (p. ej., los deberes) <b>tratando de resolver las cosas, haciendo preguntas, y no abandonando la actividad.</b>","<b>Bleibt bei einer schwierigen kognitiven Aufgabe/Lernaufgabe</b> (z. B. Hausaufgaben)<b> indem er versucht, Dinge herauszufinden, Fragen stellt und nicht aufgibt.</b>",,
parent_survey_child_496,ChildEFQ11,<b>Answers questions or tells a story without getting distracted by small details and/or losing train of thought.</b>,<b>Responde a preguntas o cuenta una historia sin distraerse con pequeños detalles ni perder el hilo de sus pensamientos.</b>,"<b>Beantwortet Fragen oder erzählt eine Geschichte, ohne sich von kleinen Details ablenken zu lassen und/oder den Gedankengang zu verlieren.</b>",,
parent_survey_child_497,ChildEFQ16,"<b>Stops and thinks before acting</b> (e.g., does not run out in front of a car, does not grab things they shouldn't).","<b>Se detiene y piensa antes de actuar</b> (p. ej., no se lanza corriendo delante de un vehículo, no toma un objeto que no debería).","<b>Hält inne und denkt nach, bevor es handelt</b> (es rennt z. B. nicht vor ein Auto, greift nicht nach Dingen, die es nicht anfassen sollte).",,
parent_survey_child_498,ChildEFQ21,"<b>Remembers and considers all options when making a choice</b> (e.g., what to do when they get stuck on a household task or face a problem, food options).","<b>Recuerda y considera todas las opciones a la hora de elegir</b> (p. ej., qué hacer cuando se complica una tarea doméstica o se enfrenta a un problema, qué comida elegir).","<b>Erinnert sich an alle Optionen und zieht sie in Betracht, wenn es eine Entscheidung trifft</b> (z. B. was zu tun ist, wenn es mit einer Haushaltsaufgabe oder einem Problem nicht weiterkommt, welche Lebensmittel es essen möchte).",,
parent_survey_child_499,ChildEFQ27,"<b>Connects ideas/experiences to other ideas/experiences</b> (e.g., identifies connections between books/movies and lived experiences, uses strategies learned at school to complete activities at home).","<b>Conecta unas ideas y experiencias con otras ideas y experiencias</b> (p. ej., identifica las conexiones entre libros o películas y experiencias vividas, utiliza estrategias aprendidas en la escuela para completar actividades en casa).","<b>Verbindet Ideen/Erfahrungen mit anderen Ideen/Erfahrungen</b> (es erkennt z. B. Verbindungen zwischen Büchern/Filmen und gelebten Erfahrungen, verwendet in der Schule erlernte Strategien, um Aktivitäten zu Hause durchzuführen).",,
parent_survey_child_500,ChildEFQ33,"<b>Begins plans or routines without prompting</b> (e.g., takes an initiative to help a family member, starts daily household chores on their own).","<b>Inicia actividades o rutinas sin que nadie se lo pida</b> (p. ej., toma la iniciativa de ayudar a un miembro de la familia, empieza las tareas domésticas diarias por su cuenta).","<b>Beginnt ohne Aufforderung mit Plänen oder Routinen</b> (z. B. ergreift es die Initiative, um einem Familienmitglied zu helfen, beginnt selbstständig mit der täglichen Hausarbeit).",,
parent_survey_child_501,ChildEFQ6,"<b>Gets deeply engaged in an activity they choose for themselves</b> (e.g., drawing, reading, cooking, building, sports, games).","<b>Se involucra profundamente en una actividad elegida por él/ella</b> (p. ej., dibujar, leer, cocinar, construir, hacer deporte, jugar).","<b>Beschäftigt sich intensiv mit einer selbst gewählten Tätigkeit</b> (z. B. Malen, Lesen, Kochen, Bauen, Sport, Spiele).",,
parent_survey_child_502,ChildEFQ22,"<b>Remembers physical directions, patterns, and where things are</b> (e.g., knows walking routes, finds things in a grocery store, good at searching for a lost item or playing hide-and-seek).","<b>Recuerda direcciones, patrones y ubicación de las cosas</b> (p. ej., conoce las rutas para caminar, encuentra las cosas en una tienda de comestibles, es hábil buscando un objeto perdido o jugando al escondite).","<b>Erinnert sich an Wegangaben, Muster und den Standort von Dingen</b> (z. B. kennt es Laufwege, findet Dinge in einem Lebensmittelgeschäft, kann gut nach einem verlorenen Gegenstand suchen oder Verstecken spielen).",,
parent_survey_child_503,ChildEFQ28,"<b>Adapts behavior based on what is required by the situation</b> (e.g., switches characters/roles while playing a game, changes behavior based on playtime or study time).","<b>Adapta su comportamiento en función de lo que requiere la situación</b> (p. ej., cambia de personaje o papel en un juego, cambia su comportamiento en función a que se encuentra en tiempo de juego o tiempo de estudio).","<b>Passt sein Verhalten den Erfordernissen der Situation an</b> (z. B. Wechsel der Spielfigur/Rolle während eines Spiels, Änderung des Verhaltens je nachdem ob gerade Spielzeit oder Hausaufgabenzeit ist).",,
parent_survey_child_504,ChildEFQ34,"<b>Negotiates and incorporates peers' suggestions without conflict or resistance</b> (e.g., works with others to plan roles during pretend play, negotiates with sibling about how to complete chores together).","<b>Negocia con sus compañeros e incorpora sus sugerencias evitando conflicto o resistencia</b> (p. ej., trabaja con los otros para acordar los personajes que cada uno asume durante un juego de roles, negocia con un hermano cómo completar juntos las tareas del hogar).","<b>Verhandelt und übernimmt die Vorschläge von Gleichaltrigen ohne Konflikt oder Widerstand</b> (z. B. überlegt es mit anderen zusammen, um Rollen für Rollenspiele zu planen, verhandelt mit Geschwistern über die gemeinsame Erledigung von Aufgaben).",,
parent_survey_child_505,CaregiverSectionIntro4,"<block><b><font face=""Verdana"" size=""4"">This section asks about your home environment.","<block><b><font face=""Verdana"" size=""4"">En esta sección se le pregunta por su entorno en el hogar.","<block><b><font face=""Verdana"" size=""4"">In diesem Abschnitt werden Sie nach Ihrer häuslichen Umgebung gefragt.",,
parent_survey_child_506,HomeHOME1,About how many children's books are in your home?,¿Cuántos libros infantiles hay en su casa?,Wie viele Kinderbücher haben Sie zu Hause?,,
parent_survey_child_507,HomeHOME1,None,Ninguno,Keine,,
parent_survey_child_508,HomeHOME1,20 or more,20 o más,20 oder mehr,,
parent_survey_child_509,HomeHOME2,How often does your child eat a meal with family members?,¿Con qué frecuencia come su niño(a) con los miembros de la familia?,Wie oft ißt Ihr Kind eine Mahlzeit mit Familienmitgliedern?,,
parent_survey_child_510,HomeHOME2,More than once a day,Más de una vez al día,Mehr als einmal pro Tag,,
parent_survey_child_511,HomeHOME2,Once a day,Una vez al día,Einmal pro Tag,,
parent_survey_child_512,HomeHOME2,Several times a week,Varias veces a la semana,Mehrmals pro Woche,,
parent_survey_child_513,HomeHOME2,Once a week,Una vez a la semana,Einmal pro Woche,,
parent_survey_child_514,HomeHOME2,Once a month or less,Una vez al mes o menos,Einmal pro Monat oder weniger,,
parent_survey_child_515,HomeHOME2,Never,Nunca,Nie,,
parent_survey_child_516,HomeHOME3,About how many hours is the TV on in your house each day?,¿Cuántas horas al día está encendida la televisión en su casa?,Wie viele Stunden pro Tag läuft der Fernseher bei Ihnen zu Hause?,,
parent_survey_child_517,HomeHOME3,hours per day,horas al día,Stunden pro Tag,,
parent_survey_child_518,HomeHOME4,Does your family have reliable access to the internet?,¿Ustedes en el hogar cuentan con un acceso estable y bueno a Internet?,Hat Ihre Familie einen zuverlässigen Internetzugang?,,
parent_survey_child_519,HomeHOME4,Yes,Sí,Ja,,
parent_survey_child_520,HomeHOME4,No,,Nein,,
parent_survey_child_521,HomeHOME5,How often does your whole family get together with relatives or friends?,¿Con qué frecuencia se reúne su familia con parientes o amigos?,Wie oft kommt Ihre ganze Familie mit Verwandten oder Freunden zusammen?,,
parent_survey_child_522,HomeHOME5,Once a week or more,Una vez a la semana o más,Einmal in der Woche oder öfter,,
parent_survey_child_523,HomeHOME5,Two or three times a month,Dos o tres veces al mes,Zwei- oder dreimal im Monat,,
parent_survey_child_524,HomeHOME5,Once a month,Una vez al mes,Einmal im Monat,,
parent_survey_child_525,HomeHOME5,A few times a year,Varias veces al año,Einige Male im Jahr,,
parent_survey_child_526,HomeHOME5,Once a year or less,Una vez al año o menos,Einmal im Jahr oder weniger,,
parent_survey_child_527,HomeHOME6,How often does your child spend time with you or another adult in your home doing outdoor activities?,¿Con qué frecuencia pasa su niño(a) tiempo con usted u otro adulto de su casa haciendo actividades al aire libre?,Wie oft verbringt Ihr Kind mit Ihnen oder einem anderen Erwachsenen zu Hause Zeit mit Aktivitäten im Freien?,,
parent_survey_child_528,HomeHOME6,Once a day or more often,Una vez al día o más a menudo,Einmal am Tag oder öfter,,
parent_survey_child_529,HomeHOME6,At least four times a week,Al menos cuatro veces a la semana,Mindestens viermal in der Woche,,
parent_survey_child_530,HomeHOME6,Once a week,Una vez a la semana,Einmal in der Woche,,
parent_survey_child_531,HomeHOME6,Once a month,Una vez al mes,Einmal im Monat,,
parent_survey_child_532,HomeHOME6,A few times a year or less,Varias veces al año o menos,Einige Male im Jahr oder weniger,,
parent_survey_child_533,HomeHOME6,Never,Nunca,Nie,,
parent_survey_child_534,HomeHOME7,How often do you or another adult in your home get a chance to read stories to your child?,¿Con qué frecuencia tiene usted u otro adulto de su hogar la oportunidad de leer cuentos a su niño(a)?,"Wie oft haben Sie oder ein anderer Erwachsener in Ihrem Haushalt die Gelegenheit, Ihrem Kind Geschichten vorzulesen?",,
parent_survey_child_535,HomeHOME7,Every day,Todos los días,Jeden Tag,,
parent_survey_child_536,HomeHOME7,About 3 times a week,Unas 3 veces a la semana,Etwa 3 Mal pro Woche,,
parent_survey_child_537,HomeHOME7,Once a week,Una vez a la semana,Einmal pro Woche,,
parent_survey_child_538,HomeHOME7,Several times a month,Varias veces al mes,Mehrmals im Monat,,
parent_survey_child_539,HomeHOME7,Several times a year,Varias veces al año,Mehrmals im Jahr,,
parent_survey_child_540,HomeHOME7,Never,Nunca,Nie,,
parent_survey_child_541,HomeHOME9,How often do you or another adult in your home take your child to the grocery store?,¿Con qué frecuencia usted u otro adulto de su hogar llevan a su niño(a) al supermercado?,Wie oft gehen Sie oder ein anderer Erwachsener in Ihrem Haushalt mit Ihrem Kind zum Einkaufen?,,
parent_survey_child_542,HomeHOME9,Twice a week or more,Dos veces a la semana o más,Zweimal in der Woche oder öfter,,
parent_survey_child_543,HomeHOME9,Once a week,Una vez a la semana,Einmal in der Woche,,
parent_survey_child_544,HomeHOME9,Once a month,Una vez al mes,Einmal im Monat,,
parent_survey_child_545,HomeHOME9,Hardly ever,Casi nunca,Kaum jemals,,
parent_survey_child_546,HomeHOME15,Does your child have access to a tablet or smartphone that they regularly use to watch videos or listen to music?,¿Su niño(a) utiliza habitualmente una tableta o un teléfono inteligente para ver videos o escuchar música?,"Hat Ihr Kind ein Tablet oder Smartphone, das es regelmäßig benutzt, um Videos anzusehen oder Musik zu hören?",,
parent_survey_child_547,HomeHOME15,Yes,Sí,Ja,,
parent_survey_child_548,HomeHOME15,No,,Nein,,
parent_survey_child_549,HomeHOME23,Does your family have a computer that your child has access to?,¿Tiene su familia una computadora a la que tenga acceso su niño(a)?,"Verfügt Ihre Familie über einen Computer, zu dem Ihr Kind Zugang hat?",,
parent_survey_child_550,HomeHOME23,Yes,Sí,Ja,,
parent_survey_child_551,HomeHOME23,No,,Nein,,
parent_survey_child_552,HomeHOME22,"How often has any family member taken or arranged to take your child to any type of museum (children's, scientific, art, historical, etc.) in the past year?","¿Con qué frecuencia ha llevado algún miembro de la familia a su niño(a) a algún tipo de museo (infantil, científico, de arte, histórico, etc.) en el último año?","Wie oft hat ein Familienmitglied Ihr Kind im vergangenen Jahr in ein beliebiges Museum (Kindermuseum, wissenschaftliches Museum, Kunstmuseum, historisches Museum usw.) mitgenommen oder einen solchen Besuch organisiert?",,
parent_survey_child_553,HomeHOME22,About once a week or more,Una vez a la semana o más,Etwa einmal in der Woche oder öfter,,
parent_survey_child_554,HomeHOME22,About once a month or more,Una vez al mes o más,Etwa einmal im Monat oder öfter,,
parent_survey_child_555,HomeHOME22,Several times,Varias veces,Mehrere Male,,
parent_survey_child_556,HomeHOME22,Once or twice,Una o dos veces,Ein oder zweimal,,
parent_survey_child_557,HomeHOME22,Never,Nunca,Nie,,
parent_survey_child_558,HomeHOME24,"Sometimes children get so angry at their parents that they say things like ""I hate you"" or swear in a temper tantrum. If your child said something like ""I hate you"" or swore at you, would you...","A veces los niños(as) se enfadan tanto con sus padres que dicen cosas como ""te odio"" o dicen palabrotas en medio de un rabieta. Si su niño(a) le dijera ""te odio"" o le ofendiera, usted...","Manchmal sind Kinder so wütend auf ihre Eltern, dass sie in einem Wutanfall Dinge sagen wie ""Ich hasse dich"" oder fluchen. Wenn Ihr Kind etwas wie ""Ich hasse dich"" sagen oder Sie beschimpfen würde, würden Sie...",,
parent_survey_child_559,HomeHOME24a,Ground him/her,Castigarle,Hausarrest erteilen,,
parent_survey_child_560,HomeHOME24a,Yes,Sí,Ja,,
parent_survey_child_561,HomeHOME24a,No,,Nein,,
parent_survey_child_562,HomeHOME24b,Spank him/her,Pelarle,Sie verhauen es,,
parent_survey_child_563,HomeHOME24b,Yes,Sí,Ja,,
parent_survey_child_564,HomeHOME24b,No,,Nein,,
parent_survey_child_565,HomeHOME24c,Talk with him/her,Hablarle,Sie sprechen mit ihm/ihr,,
parent_survey_child_566,HomeHOME24c,Yes,Sí,Ja,,
parent_survey_child_567,HomeHOME24c,No,,Nein,,
parent_survey_child_568,HomeHOME24d,Give him/her a household chore,Asignarle una tarea doméstica,Sie erteilen ihm/ihr eine Hausarbeit,,
parent_survey_child_569,HomeHOME24d,Yes,Sí,Ja,,
parent_survey_child_570,HomeHOME24d,No,,Nein,,
parent_survey_child_571,HomeHOME24e,Ignore it,Ignorar lo sucedido,Sie ignorieren es,,
parent_survey_child_572,HomeHOME24e,Yes,Sí,Ja,,
parent_survey_child_573,HomeHOME24e,No,,Nein,,
parent_survey_child_574,HomeHOME24f,Send him/her to room for more than 1 hour,Mandarle a su habitación por más de 1 hora,Sie schicken es für mehr als 1 Stunde in sein/ihr Zimmer,,
parent_survey_child_575,HomeHOME24f,Yes,Sí,Ja,,
parent_survey_child_576,HomeHOME24f,No,,Nein,,
parent_survey_child_577,HomeHOME24g,Take away his/her allowance,Quitarle la mesada,Sie entziehen ihm/ihr das Taschengeld,,
parent_survey_child_578,HomeHOME24g,Yes,Sí,Ja,,
parent_survey_child_579,HomeHOME24g,No,,Nein,,
parent_survey_child_580,HomeHOME24h,"Take away TV, phone, or other privileges","Quitarle la televisión, el teléfono u otros privilegios","Sie entziehen ihm/ihr das Fernsehen, Telefon oder sonstige Privilegien",,
parent_survey_child_581,HomeHOME24h,Yes,Sí,Ja,,
parent_survey_child_582,HomeHOME24h,No,,Nein,,
parent_survey_child_583,HomeHOME24i,Put him/her in a short time out,Ponerle en tiempo de espera,Sie verordnen ihm/ihr eine kurze Auszeit,,
parent_survey_child_584,HomeHOME24i,Yes,Sí,Ja,,
parent_survey_child_585,HomeHOME24i,No,,Nein,,
parent_survey_child_586,HomeHOME24j,"Other, please specify","Otra acción, especifique cuál","Sonstiges, bitte angeben",,
parent_survey_child_587,HomeHOME25,How often is your child expected to make his/her own bed?,¿Con qué frecuencia se espera que su niño(a) arregle su cama?,"Wie oft wird von Ihrem Kind erwartet, dass es sein Bett selbst macht?",,
parent_survey_child_588,HomeHOME25,Almost always,Casi siempre,Fast immer,,
parent_survey_child_589,HomeHOME25,More than half the time,Más de la mitad del tiempo,Mehr als die Hälfte der Zeit,,
parent_survey_child_590,HomeHOME25,Half the time,La mitad del tiempo,Die Hälfte der Zeit,,
parent_survey_child_591,HomeHOME25,Less than half the time,Menos de la mitad del tiempo,Weniger als die Hälfte der Zeit,,
parent_survey_child_592,HomeHOME25,Almost never,Casi nunca,Fast nie,,
parent_survey_child_593,HomeHOME26,How often is your child expected to clean his/her own room?,¿Con qué frecuencia debe limpiar su habitación?,"Wie oft wird von Ihrem Kind erwartet, dass es sein eigenes Zimmer aufräumt?",,
parent_survey_child_594,HomeHOME26,Almost always,Casi siempre,Fast immer,,
parent_survey_child_595,HomeHOME26,More than half the time,Más de la mitad del tiempo,Mehr als die Hälfte der Zeit,,
parent_survey_child_596,HomeHOME26,Half the time,La mitad del tiempo,Die Hälfte der Zeit,,
parent_survey_child_597,HomeHOME26,Less than half the time,Menos de la mitad del tiempo,Weniger als die Hälfte der Zeit,,
parent_survey_child_598,HomeHOME26,Almost never,Casi nunca,Fast nie,,
parent_survey_child_599,HomeHOME27,How often is your child expected to pick up after him/herself ?,¿Con qué frecuencia debe recoger lo que ensucia?,"Wie oft wird von Ihrem Kind erwartet, dass es hinter sich selbst aufräumt?",,
parent_survey_child_600,HomeHOME27,Almost always,Casi siempre,Fast immer,,
parent_survey_child_601,HomeHOME27,More than half the time,Más de la mitad del tiempo,Mehr als die Hälfte der Zeit,,
parent_survey_child_602,HomeHOME27,Half the time,La mitad del tiempo,Die Hälfte der Zeit,,
parent_survey_child_603,HomeHOME27,Less than half the time,Menos de la mitad del tiempo,Weniger als die Hälfte der Zeit,,
parent_survey_child_604,HomeHOME27,Almost never,Casi nunca,Fast nie,,
parent_survey_child_605,HomeHOME28,"Is there a musical instrument (e.g. piano, drum, guitar, etc.) that your child can use at home?","¿Hay algún instrumento musical (por ejemplo, piano, batería, guitarra, etc.) en su casa que su niño(a) pueda utilizar?","Gibt es ein Musikinstrument (z. B. Klavier, Trommel, Gitarre usw.), das Ihr Kind zu Hause spielen kann?",,
parent_survey_child_606,HomeHOME28,Yes,Sí,Ja,,
parent_survey_child_607,HomeHOME28,No,,Nein,,
parent_survey_child_608,HomeHOME29,How often does your child read for enjoyment?,¿Con qué frecuencia lee su niño(a) por gusto?,Wie oft liest Ihr Kind zum Vergnügen?,,
parent_survey_child_609,HomeHOME29,Every day,Todos los días,Täglich,,
parent_survey_child_610,HomeHOME29,Several times a week,Varias veces a la semana,Mehrmals in der Woche,,
parent_survey_child_611,HomeHOME29,Several times a month,Varias veces al mes,Mehrmals im Monat,,
parent_survey_child_612,HomeHOME29,Several times a year,Varias veces al año,Mehrmals im Jahr,,
parent_survey_child_613,HomeHOME29,Never,Nunca,Nie,,
parent_survey_child_614,HomeHOME30,Does your family encourage your child to start and keep doing hobbies?,¿Su familia anima a su niño(a) a iniciar y tener unos pasatiempos?,"Ermutigt Ihre Familie Ihr Kind, ein Hobby anzufangen und fortzuführen?",,
parent_survey_child_615,HomeHOME30,Yes,Sí,Ja,,
parent_survey_child_616,HomeHOME30,No,,Nein,,
parent_survey_child_617,HomeHOME31,"Does your child get special lessons or belong to any organization that encourages activities such as sports, music, art, dance, drama, etc.?","¿Su niño(a) recibe lecciones especiales o pertenece a alguna organización que fomente actividades como el deporte, la música, el arte, la danza, el teatro, etc.?","Bekommt Ihr Kind speziellen Unterricht oder gehört es einer Organisation an, die Aktivitäten wie Sport, Musik, Kunst, Tanz, Theater usw. fördert?",,
parent_survey_child_618,HomeHOME31,Yes,Sí,Ja,,
parent_survey_child_619,HomeHOME31,No,,Nein,,
parent_survey_child_620,HomeHOME32,How often has a family member taken or arranged to take your child to any type of musical or theatrical performance within the last year?,¿Con qué frecuencia ha llevado o programado algún miembro de la familia a su niño(a) a algún tipo de representación musical o teatral en el último año?,"Wie oft hat ein Familienmitglied Ihr Kind im letzten Jahr zu einer Musik- oder Theateraufführung mitgenommen oder dafür gesorgt, dass es mitgenommen wird?",,
parent_survey_child_621,HomeHOME32,About once a week or more,Una vez a la semana o más,Etwa einmal in der Woche oder öfter,,
parent_survey_child_622,HomeHOME32,About once a month or more,Una vez al mes o más,Etwa einmal im Monat oder öfter,,
parent_survey_child_623,HomeHOME32,Several times,Varias veces,Mehrere Male,,
parent_survey_child_624,HomeHOME32,Once or twice,Una o dos veces,Ein oder zweimal,,
parent_survey_child_625,HomeHOME32,Never,Nunca,Nie,,
parent_survey_child_626,HomeHOME33,"When your family watches TV or views content online, do you or another adult in the home discuss it with your child?","Cuando su familia ve la televisión o ve contenidos en Internet, ¿usted u otro adulto de la casa lo comentan con su niño(a)?","Wenn Ihre Familie fernsieht oder Inhalte im Internet ansieht, sprechen Sie oder ein anderer Erwachsener im Haushalt mit Ihrem Kind darüber?",,
parent_survey_child_627,HomeHOME33,Almost always,Casi siempre,Fast immer,,
parent_survey_child_628,HomeHOME33,More than half the time,Más de la mitad de las veces,Mehr als die Hälfte der Zeit,,
parent_survey_child_629,HomeHOME33,Half the time,La mitad de las veces,Die Hälfte der Zeit,,
parent_survey_child_630,HomeHOME33,Less than half the time,Menos de la mitad de las veces,Weniger als die Hälfte der Zeit,,
parent_survey_child_631,HomeHOME33,Almost never,Casi nunca,Fast nie,,
parent_survey_child_632,HomeHOME34,How often is your child expected to clean up after spills?,¿Con qué frecuencia se espera que su niño(a) limpie lo que derrama?,"Wie oft wird von Ihrem Kind erwartet, dass es verschüttete Flüssigkeiten aufwischt?",,
parent_survey_child_633,HomeHOME34,Almost always,Casi siempre,Fast immer,,
parent_survey_child_634,HomeHOME34,More than half the time,Más de la mitad de las veces,Mehr als die Hälfte der Zeit,,
parent_survey_child_635,HomeHOME34,Half the time,La mitad de las veces,Die Hälfte der Zeit,,
parent_survey_child_636,HomeHOME34,Less than half the time,Menos de la mitad de las veces,Weniger als die Hälfte der Zeit,,
parent_survey_child_637,HomeHOME34,Almost never,Casi nunca,Fast nie,,
parent_survey_child_638,HomeHOME35,How often is your child expected to bathe him/herself?,¿Con qué frecuencia se espera que su niño(a) se bañe solo?,"Wie oft wird von Ihrem Kind erwartet, dass es sich selbst badet?",,
parent_survey_child_639,HomeHOME35,Almost always,Casi siempre,Fast immer,,
parent_survey_child_640,HomeHOME35,More than half the time,Más de la mitad de las veces,Mehr als die Hälfte der Zeit,,
parent_survey_child_641,HomeHOME35,Half the time,La mitad de las veces,Die Hälfte der Zeit,,
parent_survey_child_642,HomeHOME35,Less than half the time,Menos de la mitad de las veces,Weniger als die Hälfte der Zeit,,
parent_survey_child_643,HomeHOME35,Almost never,Casi nunca,Fast nie,,
parent_survey_child_644,HomeHOME36,How often is your child expected to help with keeping shared living areas neat and clean?,¿Con qué frecuencia se espera que su niño(a) ayude a mantener ordenadas y limpias las áreas comunes?,"Wie oft wird von Ihrem Kind erwartet, dass es bei der Ordnung und Sauberkeit der gemeinsamen Wohnbereiche hilft?",,
parent_survey_child_645,HomeHOME36,Almost always,Casi siempre,Fast immer,,
parent_survey_child_646,HomeHOME36,More than half the time,Más de la mitad de las veces,Mehr als die Hälfte der Zeit,,
parent_survey_child_647,HomeHOME36,Half the time,La mitad de las veces,Die Hälfte der Zeit,,
parent_survey_child_648,HomeHOME36,Less than half the time,Menos de la mitad de las veces,Weniger als die Hälfte der Zeit,,
parent_survey_child_649,HomeHOME36,Almost never,Casi nunca,Fast nie,,
parent_survey_child_650,HomeHOME37,"How often is your child expected to do routine chores such as mow the lawn, help with dinner, wash dishes, etc.?","¿Con qué frecuencia se espera que su niño(a) realice tareas rutinarias como cortar el césped, ayudar con la cena, lavar los platos, etc.?","Wie oft wird von Ihrem Kind erwartet, dass es Routinearbeiten wie Rasen mähen, beim Abendessen helfen, Geschirr spülen usw. erledigt?",,
parent_survey_child_651,HomeHOME37,Almost always,Casi siempre,Fast immer,,
parent_survey_child_652,HomeHOME37,More than half the time,Más de la mitad de las veces,Mehr als die Hälfte der Zeit,,
parent_survey_child_653,HomeHOME37,Half the time,La mitad de las veces,Die Hälfte der Zeit,,
parent_survey_child_654,HomeHOME37,Less than half the time,Menos de la mitad de las veces,Weniger als die Hälfte der Zeit,,
parent_survey_child_655,HomeHOME37,Almost never,Casi nunca,Fast nie,,
parent_survey_child_656,HomeHOME38,"How often is your child expected to help manage his/her own time (get up on time, be ready for school, etc.)?","¿Con qué frecuencia se espera que su niño(a) administre su tiempo por sí mismo(a)  (levantarse a la hora, prepararse para ir al colegio, etc.)?","Wie oft wird von Ihrem Kind erwartet, dass es seine Zeit selbst einteilt (pünktlich aufstehen, für die Schule bereit sein usw.)",,
parent_survey_child_657,HomeHOME38,Almost always,Casi siempre,Fast immer,,
parent_survey_child_658,HomeHOME38,More than half the time,Más de la mitad de las veces,Mehr als die Hälfte der Zeit,,
parent_survey_child_659,HomeHOME38,Half the time,La mitad de las veces,Die Hälfte der Zeit,,
parent_survey_child_660,HomeHOME38,Less than half the time,Menos de la mitad de las veces,Weniger als die Hälfte der Zeit,,
parent_survey_child_661,HomeHOME38,Almost never,Casi nunca,Fast nie,,
parent_survey_child_662,SelfParentStressNCSHh9,"<b>DURING THE PAST MONTH</b>, how often have you felt...","DURANTE <b>EL ÚLTIMO MES</b>, ¿con qué frecuencia ha sentido...",<b>WIE OFT HATTEN SIE IM LETZTEN MONAT</b> das Gefühl...,,
parent_survey_child_663,SelfParentStressNCSHh9,Never,Nunca,Nie,,
parent_survey_child_664,SelfParentStressNCSHh9,Rarely,Rara vez,Selten,,
parent_survey_child_665,SelfParentStressNCSHh9,Sometimes,A veces,Manchmal,,
parent_survey_child_666,SelfParentStressNCSHh9,Usually,Usualmente,Gewöhnlich,,
parent_survey_child_667,SelfParentStressNCSHh9,Always,Siempre,Immer,,
parent_survey_child_668,SelfParentStressNCSHh9,that your child is much harder to care for than most children their age?,que su niño(a) es mucho más difícil de cuidar que la mayoría de los niños(as) de su edad?,"dass es viel schwieriger ist, sich um Ihr Kind zu kümmern als um andere Kinder seines Alters?",,
parent_survey_child_669,SelfParentStressNCSHh9,that your child does things that really bother you a lot?,que su niño(a) hace cosas que le molestan mucho?,"dass Ihr Kind Dinge tut, die Sie wirklich sehr stören?",,
parent_survey_child_670,SelfParentStressNCSHh9,angry with your child?,rabia hacia su niño(a)?,wütend auf Ihr Kind zu sein?,,
parent_survey_child_671,SelfParentRohner,"These statements describe ways different caregivers act toward their children. Please think about how well each statement describes the way you treat your child. Respond as to whether you do each item ""almost never"", ""once a month"", ""once a week"", ""every day"".","Las siguientes afirmaciones describen la forma en que diferentes padres actúan con sus hijos(as). Piense si cada afirmación describe la forma en que usted trata a su niño(a). Responda con qué frecuencia actúa de esa forma: Nunca o casi nunca, Una vez al mes, Una vez a la semana, Todos los días.","Diese Aussagen beschreiben, wie sich verschiedene Betreuungspersonen gegenüber ihren Kindern verhalten. Bitte denken Sie darüber nach, wie gut jede Aussage die Art und Weise beschreibt, wie Sie Ihr Kind behandeln. Geben Sie an, ob Sie jeden Punkt fast jeden Tag, einmal pro Woche, einmal im Monat oder fast nie tun.",,
parent_survey_child_672,SelfParentRohner,Never or almost never,Nunca o casi nunca,Nie oder fast nie,,
