item_id,labels,en,es,de,fr,nl,it,pt
parent_survey_child_501,ChildEFQ6,"<b>Gets deeply engaged in an activity they choose for themselves</b> (e.g., drawing, reading, cooking, building, sports, games).","<b>Se involucra profundamente en una actividad elegida por él/ella</b> (p. ej., dibujar, leer, cocinar, construir, hacer deporte, jugar).","<b>Beschäftigt sich intensiv mit einer selbst gewählten Tätigkeit</b> (z. B. Malen, Lesen, Kochen, Bauen, Sport, Spiele).","<b>S'engage profondément dans une activité qu'il choisit lui-même</b> (par exemple, dessiner, lire, cuisiner, construire, faire du sport, jouer).","<b>Raakt diep betrokken bij een activiteit die ze voor zichzelf kiezen</b> (bijv., tekenen, lezen, koken, bouwen, sporten, spelletjes).",,
parent_survey_child_502,ChildEFQ22,"<b>Remembers physical directions, patterns, and where things are</b> (e.g., knows walking routes, finds things in a grocery store, good at searching for a lost item or playing hide-and-seek).","<b>Recuerda direcciones, patrones y ubicación de las cosas</b> (p. ej., conoce las rutas para caminar, encuentra las cosas en una tienda de comestibles, es hábil buscando un objeto perdido o jugando al escondite).","<b>Erinnert sich an Wegangaben, Muster und den Standort von Dingen</b> (z. B. kennt es Laufwege, findet Dinge in einem Lebensmittelgeschäft, kann gut nach einem verlorenen Gegenstand suchen oder Verstecken spielen).","<b>Se souvient des directions, des motifs, et des endroits où se trouvent les choses</b> (par exemple, connaît les itinéraires de marche, trouve les choses dans un magasin, excellent pour rechercher un objet perdu ou jouer à cache-cache).","<b>Herinnert zich fysieke richtingen, patronen, en waar dingen zijn</b> (bijv., weet wandelroutes, vindt dingen in een supermarkt, goed in het zoeken naar een verloren voorwerp of verstoppertje spelen).",,
parent_survey_child_503,ChildEFQ28,"<b>Adapts behavior based on what is required by the situation</b> (e.g., switches characters/roles while playing a game, changes behavior based on playtime or study time).","<b>Adapta su comportamiento en función de lo que requiere la situación</b> (p. ej., cambia de personaje o papel en un juego, cambia su comportamiento en función a que se encuentra en tiempo de juego o tiempo de estudio).","<b>Passt sein Verhalten den Erfordernissen der Situation an</b> (z. B. Wechsel der Spielfigur/Rolle während eines Spiels, Änderung des Verhaltens je nachdem ob gerade Spielzeit oder Hausaufgabenzeit ist).","<b>Adapte son comportement en fonction de ce que la situation exige</b> (par exemple, change de personnage ou de rôle pendant un jeu, change de comportement en fonction du temps de jeu ou d'étude).","<b>Past gedrag aan op basis van wat de situatie vereist</b> (bijv., wisselt van personages/rollen tijdens het spelen van een spel, verandert gedrag gebaseerd op speeltijd of studietijd).",,
parent_survey_child_504,ChildEFQ34,"<b>Negotiates and incorporates peers' suggestions without conflict or resistance</b> (e.g., works with others to plan roles during pretend play, negotiates with sibling about how to complete chores together).","<b>Negocia con sus compañeros e incorpora sus sugerencias evitando conflicto o resistencia</b> (p. ej., trabaja con los otros para acordar los personajes que cada uno asume durante un juego de roles, negocia con un hermano cómo completar juntos las tareas del hogar).","<b>Verhandelt und übernimmt die Vorschläge von Gleichaltrigen ohne Konflikt oder Widerstand</b> (z. B. überlegt es mit anderen zusammen, um Rollen für Rollenspiele zu planen, verhandelt mit Geschwistern über die gemeinsame Erledigung von Aufgaben).","<b>Négocie et intègre les suggestions de ses pairs sans conflit ou résistance</b> (par exemple, collabore avec d'autres pour planifier les rôles/routines pendant le jeu, négocie avec un frère sur la façon de réaliser ensemble les tâches ménagères).","<b>Onderhandelt en neemt suggesties van leeftijdgenoten over zonder conflict of weerstand</b> (bijv., werkt samen met anderen om rollen te plannen tijdens rollenspel, onderhandelt met broer of zus over hoe klusjes samen te voltooien).",,
parent_survey_child_505,CaregiverSectionIntro4,<block><b><font face=Verdana size=4>This section asks about your home environment.,<block><b><font face=Verdana size=4>En esta sección se le pregunta por su entorno en el hogar.,<block><b><font face=Verdana size=4>In diesem Abschnitt werden Sie nach Ihrer häuslichen Umgebung gefragt.,<block><b><font face=Verdana size=4>Cette section s'interroge sur votre environnement familial.,<block><b><font face=Verdana size=4>Dit gedeelte vraagt naar uw thuissituatie.,,
parent_survey_child_506,HomeHOME1,About how many children's books are in your home?,¿Cuántos libros infantiles hay en su casa?,Wie viele Kinderbücher haben Sie zu Hause?,Combien de livres pour enfants y a-t-il chez vous?,Ongeveer hoeveel kinderboeken zijn er in uw huis?,,
parent_survey_child_507,HomeHOME1,None,Ninguno,Keine,Aucun,Geen,,
parent_survey_child_508,HomeHOME1,20 or more,20 o más,20 oder mehr,20 ou plus,20 of meer,,
parent_survey_child_509,HomeHOME2,How often does your child eat a meal with family members?,¿Con qué frecuencia come su niño(a) con los miembros de la familia?,Wie oft ißt Ihr Kind eine Mahlzeit mit Familienmitgliedern?,À quelle fréquence votre enfant prend-il un repas avec les membres de la famille?,Hoe vaak eet uw kind een maaltijd met gezinsleden?,,
parent_survey_child_510,HomeHOME2,More than once a day,Más de una vez al día,Mehr als einmal pro Tag,Plus d'une fois par jour,Meer dan één keer per dag,,
parent_survey_child_511,HomeHOME2,Once a day,Una vez al día,Einmal pro Tag,Une fois par jour,Één keer per dag,,
parent_survey_child_512,HomeHOME2,Several times a week,Varias veces a la semana,Mehrmals pro Woche,Plusieurs fois par semaine,Meerdere keren per week,,
parent_survey_child_513,HomeHOME2,Once a week,Una vez a la semana,Einmal pro Woche,Une fois par semaine,Één keer per week,,
parent_survey_child_514,HomeHOME2,Once a month or less,Una vez al mes o menos,Einmal pro Monat oder weniger,Une fois par mois ou moins,Één keer per maand of minder,,
parent_survey_child_515,HomeHOME2,Never,Nunca,Nie,Jamais,Nooit,,
parent_survey_child_516,HomeHOME3,About how many hours is the TV on in your house each day?,¿Cuántas horas al día está encendida la televisión en su casa?,Wie viele Stunden pro Tag läuft der Fernseher bei Ihnen zu Hause?,Combien d'heures par jour la télévision est-elle allumée chez vous?,Ongeveer hoeveel uur per dag staat de tv aan in uw huis?,,
parent_survey_child_517,HomeHOME3,hours per day,horas al día,Stunden pro Tag,heures par jour,uren per dag,,
parent_survey_child_518,HomeHOME4,Does your family have reliable access to the internet?,¿Ustedes en el hogar cuentan con un acceso estable y bueno a Internet?,Hat Ihre Familie einen zuverlässigen Internetzugang?,Votre famille a-t-elle un accès fiable à Internet?,Heeft uw gezin betrouwbare toegang tot het internet?,,
parent_survey_child_519,HomeHOME4,Yes,Sí,Ja,Oui,Ja,,
parent_survey_child_520,HomeHOME4,No,No,Nein,Non,Nee,,
parent_survey_child_521,HomeHOME5,How often does your whole family get together with relatives or friends?,¿Con qué frecuencia se reúne su familia con parientes o amigos?,Wie oft kommt Ihre ganze Familie mit Verwandten oder Freunden zusammen?,À quelle fréquence toute votre famille se réunit-elle avec des proches ou des amis?,Hoe vaak komt uw hele gezin samen met familie of vrienden?,,
parent_survey_child_522,HomeHOME5,Once a week or more,Una vez a la semana o más,Einmal in der Woche oder öfter,Une fois par semaine ou plus,Één keer per week of meer,,
parent_survey_child_523,HomeHOME5,Two or three times a month,Dos o tres veces al mes,Zwei- oder dreimal im Monat,Deux ou trois fois par mois,Twee of drie keer per maand,,
parent_survey_child_524,HomeHOME5,Once a month,Una vez al mes,Einmal im Monat,Une fois par mois,Één keer per maand,,
parent_survey_child_525,HomeHOME5,A few times a year,Varias veces al año,Einige Male im Jahr,Quelques fois par an,Een paar keer per jaar,,
parent_survey_child_526,HomeHOME5,Once a year or less,Una vez al año o menos,Einmal im Jahr oder weniger,Une fois par an ou moins,Één keer per jaar of minder,,
parent_survey_child_527,HomeHOME6,How often does your child spend time with you or another adult in your home doing outdoor activities?,¿Con qué frecuencia pasa su niño(a) tiempo con usted u otro adulto de su casa haciendo actividades al aire libre?,Wie oft verbringt Ihr Kind mit Ihnen oder einem anderen Erwachsenen zu Hause Zeit mit Aktivitäten im Freien?,À quelle fréquence votre enfant passe-t-il du temps avec vous ou un autre adulte chez vous à faire des activités en plein air?,Hoe vaak brengt uw kind tijd door met u of een andere volwassene in uw huis om buitenactiviteiten te doen?,,
parent_survey_child_528,HomeHOME6,Once a day or more often,Una vez al día o más a menudo,Einmal am Tag oder öfter,Une fois par jour ou plus souvent,Één keer per dag of vaker,,
parent_survey_child_529,HomeHOME6,At least four times a week,Al menos cuatro veces a la semana,Mindestens viermal in der Woche,Au moins quatre fois par semaine,Minstens vier keer per week,,
parent_survey_child_530,HomeHOME6,Once a week,Una vez a la semana,Einmal in der Woche,Une fois par semaine,Één keer per week,,
parent_survey_child_531,HomeHOME6,Once a month,Una vez al mes,Einmal im Monat,Une fois par mois,Één keer per maand,,
parent_survey_child_532,HomeHOME6,A few times a year or less,Varias veces al año o menos,Einige Male im Jahr oder weniger,Quelques fois par an ou moins,Een paar keer per jaar of minder,,
parent_survey_child_533,HomeHOME6,Never,Nunca,Nie,Jamais,Nooit,,
parent_survey_child_534,HomeHOME7,How often do you or another adult in your home get a chance to read stories to your child?,¿Con qué frecuencia tiene usted u otro adulto de su hogar la oportunidad de leer cuentos a su niño(a)?,"Wie oft haben Sie oder ein anderer Erwachsener in Ihrem Haushalt die Gelegenheit, Ihrem Kind Geschichten vorzulesen?",À quelle fréquence lisez-vous ou un autre adulte de votre foyer des histoires à votre enfant?,Hoe vaak krijgt u of iemand anders in uw huis de kans om uw kind verhalen voor te lezen?,,
parent_survey_child_535,HomeHOME7,Every day,Todos los días,Jeden Tag,Tous les jours,Elke dag,,
parent_survey_child_536,HomeHOME7,About 3 times a week,Unas 3 veces a la semana,Etwa 3 Mal pro Woche,Environ 3 fois par semaine,Ongeveer 3 keer per week,,
parent_survey_child_537,HomeHOME7,Once a week,Una vez a la semana,Einmal pro Woche,Une fois par semaine,Één keer per week,,
parent_survey_child_538,HomeHOME7,Several times a month,Varias veces al mes,Mehrmals im Monat,Plusieurs fois par mois,Meerdere keren per maand,,
parent_survey_child_539,HomeHOME7,Several times a year,Varias veces al año,Mehrmals im Jahr,Plusieurs fois par an,Meerdere keren per jaar,,
parent_survey_child_540,HomeHOME7,Never,Nunca,Nie,Jamais,Nooit,,
parent_survey_child_541,HomeHOME9,How often do you or another adult in your home take your child to the grocery store?,¿Con qué frecuencia usted u otro adulto de su hogar llevan a su niño(a) al supermercado?,Wie oft gehen Sie oder ein anderer Erwachsener in Ihrem Haushalt mit Ihrem Kind zum Einkaufen?,À quelle fréquence vous ou un autre adulte de votre foyer emmenez-vous votre enfant à l'épicerie?,Hoe vaak gaat u of een andere volwassene in uw huis met uw kind naar de supermarkt?,,
parent_survey_child_542,HomeHOME9,Twice a week or more,Dos veces a la semana o más,Zweimal in der Woche oder öfter,Deux fois par semaine ou plus,Tweemaal per week of vaker,,
parent_survey_child_543,HomeHOME9,Once a week,Una vez a la semana,Einmal in der Woche,Une fois par semaine,Één keer per week,,
parent_survey_child_544,HomeHOME9,Once a month,Una vez al mes,Einmal im Monat,Une fois par mois,Één keer per maand,,
parent_survey_child_545,HomeHOME9,Hardly ever,Casi nunca,Kaum jemals,Presque jamais,Bijna nooit,,
parent_survey_child_546,HomeHOME15,Does your child have access to a tablet or smartphone that they regularly use to watch videos or listen to music?,¿Su niño(a) utiliza habitualmente una tableta o un teléfono inteligente para ver videos o escuchar música?,"Hat Ihr Kind ein Tablet oder Smartphone, das es regelmäßig benutzt, um Videos anzusehen oder Musik zu hören?",Votre enfant a-t-il accès à une tablette ou un smartphone qu'il utilise régulièrement pour regarder des vidéos ou écouter de la musique?,Heeft uw kind toegang tot een tablet of smartphone die ze regelmatig gebruiken om video's te kijken of muziek te luisteren?,,
parent_survey_child_547,HomeHOME15,Yes,Sí,Ja,Oui,Ja,,
parent_survey_child_548,HomeHOME15,No,No,Nein,Non,Nee,,
parent_survey_child_549,HomeHOME23,Does your family have a computer that your child has access to?,¿Tiene su familia una computadora a la que tenga acceso su niño(a)?,"Verfügt Ihre Familie über einen Computer, zu dem Ihr Kind Zugang hat?",Votre famille dispose-t-elle d'un ordinateur auquel votre enfant a accès?,Heeft uw gezin een computer waar uw kind toegang tot heeft?,,
parent_survey_child_550,HomeHOME23,Yes,Sí,Ja,Oui,Ja,,
parent_survey_child_551,HomeHOME23,No,No,Nein,Non,Nee,,
parent_survey_child_552,HomeHOME22,"How often has any family member taken or arranged to take your child to any type of museum (children's, scientific, art, historical, etc.) in the past year?","¿Con qué frecuencia ha llevado algún miembro de la familia a su niño(a) a algún tipo de museo (infantil, científico, de arte, histórico, etc.) en el último año?","Wie oft hat ein Familienmitglied Ihr Kind im vergangenen Jahr in ein beliebiges Museum (Kindermuseum, wissenschaftliches Museum, Kunstmuseum, historisches Museum usw.) mitgenommen oder einen solchen Besuch organisiert?","À quelle fréquence un membre de la famille a-t-il emmené ou prévu d'emmener votre enfant dans un type de musée (pour enfants, scientifique, d'art, historique, etc.) au cours de l'année écoulée ?","Hoe vaak heeft een familielid uw kind meegenomen of georganiseerd om uw kind naar een soort museum te brengen (kinder-, wetenschappelijk, kunst-, historisch, etc.) in het afgelopen jaar?",,
parent_survey_child_553,HomeHOME22,About once a week or more,Una vez a la semana o más,Etwa einmal in der Woche oder öfter,Environ une fois par semaine ou plus,Ongeveer één keer per week of vaker,,
parent_survey_child_554,HomeHOME22,About once a month or more,Una vez al mes o más,Etwa einmal im Monat oder öfter,Environ une fois par mois ou plus,Ongeveer één keer per maand of vaker,,
parent_survey_child_555,HomeHOME22,Several times,Varias veces,Mehrere Male,Plusieurs fois,Meerdere keren,,
parent_survey_child_556,HomeHOME22,Once or twice,Una o dos veces,Ein oder zweimal,Une ou deux fois,Een of twee keer,,
parent_survey_child_557,HomeHOME22,Never,Nunca,Nie,Jamais,Nooit,,
parent_survey_child_558,HomeHOME24,"Sometimes children get so angry at their parents that they say things like I hate you or swear in a temper tantrum. If your child said something like I hate you or swore at you, would you...","A veces los niños(as) se enfadan tanto con sus padres que dicen cosas como te odio o dicen palabrotas en medio de un rabieta. Si su niño(a) le dijera te odio o le ofendiera, usted...","Manchmal sind Kinder so wütend auf ihre Eltern, dass sie in einem Wutanfall Dinge sagen wie Ich hasse dich oder fluchen. Wenn Ihr Kind etwas wie Ich hasse dich sagen oder Sie beschimpfen würde, würden Sie...","Parfois, les enfants se mettent tellement en colère contre leurs parents qu'ils disent des choses comme Je te déteste ou profèrent des jurons lors d'une crise de colère. Si votre enfant disait quelque chose comme Je te déteste ou vous insultait, vous...","Soms worden kinderen zo boos op hun ouders dat ze dingen zeggen zoals Ik haat je of schelden tijdens een woedeaanval. Als uw kind iets zegt als Ik haat je of tegen u scheldt, zou u...",,
parent_survey_child_559,HomeHOME24a,Ground him/her,Castigarle,Hausarrest erteilen,Le punir(e),Huisarrest geven,,
parent_survey_child_560,HomeHOME24a,Yes,Sí,Ja,Oui,Ja,,
parent_survey_child_561,HomeHOME24a,No,No,Nein,Non,Nee,,
parent_survey_child_562,HomeHOME24b,Spank him/her,Pelarle,Sie verhauen es,Le fesser,Een pak slaag geven,,
parent_survey_child_563,HomeHOME24b,Yes,Sí,Ja,Oui,Ja,,
parent_survey_child_564,HomeHOME24b,No,No,Nein,Non,Nee,,
parent_survey_child_565,HomeHOME24c,Talk with him/her,Hablarle,Sie sprechen mit ihm/ihr,Discuter avec lui/elle,Met hem/haar praten,,
parent_survey_child_566,HomeHOME24c,Yes,Sí,Ja,Oui,Ja,,
parent_survey_child_567,HomeHOME24c,No,No,Nein,Non,Nee,,
parent_survey_child_568,HomeHOME24d,Give him/her a household chore,Asignarle una tarea doméstica,Sie erteilen ihm/ihr eine Hausarbeit,Lui donner une corvée domestique,Geef hem/haar een huishoudelijke taak,,
parent_survey_child_569,HomeHOME24d,Yes,Sí,Ja,Oui,Ja,,
parent_survey_child_570,HomeHOME24d,No,No,Nein,Non,Nee,,
parent_survey_child_571,HomeHOME24e,Ignore it,Ignorar lo sucedido,Sie ignorieren es,L'ignorer,Negeer het,,
parent_survey_child_572,HomeHOME24e,Yes,Sí,Ja,Oui,Ja,,
parent_survey_child_573,HomeHOME24e,No,No,Nein,Non,Nee,,
parent_survey_child_574,HomeHOME24f,Send him/her to room for more than 1 hour,Mandarle a su habitación por más de 1 hora,Sie schicken es für mehr als 1 Stunde in sein/ihr Zimmer,L'envoyer dans sa chambre pour plus d'une heure,Stuur hem/haar naar de kamer voor meer dan een uur,,
parent_survey_child_575,HomeHOME24f,Yes,Sí,Ja,Oui,Ja,,
parent_survey_child_576,HomeHOME24f,No,No,Nein,Non,Nee,,
parent_survey_child_577,HomeHOME24g,Take away his/her allowance,Quitarle la mesada,Sie entziehen ihm/ihr das Taschengeld,Lui retirer son allocation,Onthoud hem/haar zakgeld,,
parent_survey_child_578,HomeHOME24g,Yes,Sí,Ja,Oui,Ja,,
parent_survey_child_579,HomeHOME24g,No,No,Nein,Non,Nee,,
parent_survey_child_580,HomeHOME24h,"Take away TV, phone, or other privileges","Quitarle la televisión, el teléfono u otros privilegios","Sie entziehen ihm/ihr das Fernsehen, Telefon oder sonstige Privilegien","Lui retirer la télévision, le téléphone ou d'autres privilèges","Neem televisie, telefoon of andere privileges weg",,
parent_survey_child_581,HomeHOME24h,Yes,Sí,Ja,Oui,Ja,,
parent_survey_child_582,HomeHOME24h,No,No,Nein,Non,Nee,,
parent_survey_child_583,HomeHOME24i,Put him/her in a short time out,Ponerle en tiempo de espera,Sie verordnen ihm/ihr eine kurze Auszeit,Le mettre en pause pour un court instant,Geef hem/haar een korte time-out,,
parent_survey_child_584,HomeHOME24i,Yes,Sí,Ja,Oui,Ja,,
parent_survey_child_585,HomeHOME24i,No,No,Nein,Non,Nee,,
parent_survey_child_586,HomeHOME24j,"Other, please specify","Otra acción, especifique cuál","Sonstiges, bitte angeben","Autre, veuillez préciser","Anders, graag specificeren",,
parent_survey_child_587,HomeHOME25,How often is your child expected to make his/her own bed?,¿Con qué frecuencia se espera que su niño(a) arregle su cama?,"Wie oft wird von Ihrem Kind erwartet, dass es sein Bett selbst macht?",À quelle fréquence est-il attendu de votre enfant qu’il fasse son propre lit ?,Hoe vaak wordt van uw kind verwacht dat hij/zij zijn/haar eigen bed opmaakt?,,
parent_survey_child_588,HomeHOME25,Almost always,Casi siempre,Fast immer,Presque toujours,Bijna altijd,,
parent_survey_child_589,HomeHOME25,More than half the time,Más de la mitad del tiempo,Mehr als die Hälfte der Zeit,Plus de la moitié du temps,Meer dan de helft van de tijd,,
parent_survey_child_590,HomeHOME25,Half the time,La mitad del tiempo,Die Hälfte der Zeit,La moitié du temps,De helft van de tijd,,
parent_survey_child_591,HomeHOME25,Less than half the time,Menos de la mitad del tiempo,Weniger als die Hälfte der Zeit,Moins de la moitié du temps,Minder dan de helft van de tijd,,
parent_survey_child_592,HomeHOME25,Almost never,Casi nunca,Fast nie,Presque jamais,Bijna nooit,,
parent_survey_child_593,HomeHOME26,How often is your child expected to clean his/her own room?,¿Con qué frecuencia debe limpiar su habitación?,"Wie oft wird von Ihrem Kind erwartet, dass es sein eigenes Zimmer aufräumt?",À quelle fréquence est-il attendu de votre enfant qu’il nettoie sa propre chambre ?,Hoe vaak wordt van uw kind verwacht dat hij/zij zijn/haar eigen kamer opruimt?,,
parent_survey_child_594,HomeHOME26,Almost always,Casi siempre,Fast immer,Presque toujours,Bijna altijd,,
parent_survey_child_595,HomeHOME26,More than half the time,Más de la mitad del tiempo,Mehr als die Hälfte der Zeit,Plus de la moitié du temps,Meer dan de helft van de tijd,,
parent_survey_child_596,HomeHOME26,Half the time,La mitad del tiempo,Die Hälfte der Zeit,La moitié du temps,De helft van de tijd,,
parent_survey_child_597,HomeHOME26,Less than half the time,Menos de la mitad del tiempo,Weniger als die Hälfte der Zeit,Moins de la moitié du temps,Minder dan de helft van de tijd,,
parent_survey_child_598,HomeHOME26,Almost never,Casi nunca,Fast nie,Presque jamais,Bijna nooit,,
parent_survey_child_599,HomeHOME27,How often is your child expected to pick up after him/herself ?,¿Con qué frecuencia debe recoger lo que ensucia?,"Wie oft wird von Ihrem Kind erwartet, dass es hinter sich selbst aufräumt?",À quelle fréquence est-il attendu de votre enfant qu’il ramasse ce qu'il laisse derrière lui?,Hoe vaak wordt van uw kind verwacht dat hij/zij zijn/haar eigen rotzooi opruimt?,,
parent_survey_child_600,HomeHOME27,Almost always,Casi siempre,Fast immer,Presque toujours,Bijna altijd,,
parent_survey_child_601,HomeHOME27,More than half the time,Más de la mitad del tiempo,Mehr als die Hälfte der Zeit,Plus de la moitié du temps,Meer dan de helft van de tijd,,
parent_survey_child_602,HomeHOME27,Half the time,La mitad del tiempo,Die Hälfte der Zeit,La moitié du temps,De helft van de tijd,,
parent_survey_child_603,HomeHOME27,Less than half the time,Menos de la mitad del tiempo,Weniger als die Hälfte der Zeit,Moins de la moitié du temps,Minder dan de helft van de tijd,,
parent_survey_child_604,HomeHOME27,Almost never,Casi nunca,Fast nie,Presque jamais,Bijna nooit,,
parent_survey_child_605,HomeHOME28,"Is there a musical instrument (e.g. piano, drum, guitar, etc.) that your child can use at home?","¿Hay algún instrumento musical (por ejemplo, piano, batería, guitarra, etc.) en su casa que su niño(a) pueda utilizar?","Gibt es ein Musikinstrument (z. B. Klavier, Trommel, Gitarre usw.), das Ihr Kind zu Hause spielen kann?","Y a-t-il un instrument de musique (piano, tambour, guitare, etc.) que votre enfant peut utiliser à la maison?","Is er een muziekinstrument (bijvoorbeeld piano, drum, gitaar, etc.) dat uw kind thuis kan gebruiken?",,
parent_survey_child_606,HomeHOME28,Yes,Sí,Ja,Oui,Ja,,
parent_survey_child_607,HomeHOME28,No,No,Nein,Non,Nee,,
parent_survey_child_608,HomeHOME29,How often does your child read for enjoyment?,¿Con qué frecuencia lee su niño(a) por gusto?,Wie oft liest Ihr Kind zum Vergnügen?,À quelle fréquence votre enfant lit-il pour se divertir?,Hoe vaak leest uw kind voor zijn plezier?,,
parent_survey_child_609,HomeHOME29,Every day,Todos los días,Täglich,Tous les jours,Elke dag,,
parent_survey_child_610,HomeHOME29,Several times a week,Varias veces a la semana,Mehrmals in der Woche,Plusieurs fois par semaine,Meerdere keren per week,,
parent_survey_child_611,HomeHOME29,Several times a month,Varias veces al mes,Mehrmals im Monat,Plusieurs fois par mois,Meerdere keren per maand,,
parent_survey_child_612,HomeHOME29,Several times a year,Varias veces al año,Mehrmals im Jahr,Plusieurs fois par an,Meerdere keren per jaar,,
parent_survey_child_613,HomeHOME29,Never,Nunca,Nie,Jamais,Nooit,,
parent_survey_child_614,HomeHOME30,Does your family encourage your child to start and keep doing hobbies?,¿Su familia anima a su niño(a) a iniciar y tener unos pasatiempos?,"Ermutigt Ihre Familie Ihr Kind, ein Hobby anzufangen und fortzuführen?",Votre famille encourage-t-elle votre enfant à commencer et à poursuivre des passe-temps ?,Moedigt uw gezin uw kind aan om hobbies te beginnen en voort te zetten?,,
parent_survey_child_615,HomeHOME30,Yes,Sí,Ja,Oui,Ja,,
parent_survey_child_616,HomeHOME30,No,No,Nein,Non,Nee,,
parent_survey_child_617,HomeHOME31,"Does your child get special lessons or belong to any organization that encourages activities such as sports, music, art, dance, drama, etc.?","¿Su niño(a) recibe lecciones especiales o pertenece a alguna organización que fomente actividades como el deporte, la música, el arte, la danza, el teatro, etc.?","Bekommt Ihr Kind speziellen Unterricht oder gehört es einer Organisation an, die Aktivitäten wie Sport, Musik, Kunst, Tanz, Theater usw. fördert?","Votre enfant reçoit-il des leçons spéciales ou fait-il partie d'une organisation qui encourage des activités telles que le sport, la musique, l'art, la danse, le théâtre, etc.?","Krijgt uw kind speciale lessen of is het lid van een organisatie die activiteiten als sport, muziek, kunst, dans, drama, etc. stimuleert?",,
parent_survey_child_618,HomeHOME31,Yes,Sí,Ja,Oui,Ja,,
parent_survey_child_619,HomeHOME31,No,No,Nein,Non,Nee,,
parent_survey_child_620,HomeHOME32,How often has a family member taken or arranged to take your child to any type of musical or theatrical performance within the last year?,¿Con qué frecuencia ha llevado o programado algún miembro de la familia a su niño(a) a algún tipo de representación musical o teatral en el último año?,"Wie oft hat ein Familienmitglied Ihr Kind im letzten Jahr zu einer Musik- oder Theateraufführung mitgenommen oder dafür gesorgt, dass es mitgenommen wird?",À quelle fréquence un membre de la famille a-t-il emmené ou organisé pour emmener votre enfant assister à une représentation musicale ou théâtrale au cours de la dernière année ?,Hoe vaak heeft een familielid uw kind meegenomen of ervoor gezorgd dat hij/zij in het afgelopen jaar naar een soort muziek- of theatervoorstelling kon gaan?,,
parent_survey_child_621,HomeHOME32,About once a week or more,Una vez a la semana o más,Etwa einmal in der Woche oder öfter,Environ une fois par semaine ou plus,Ongeveer één keer per week of vaker,,
parent_survey_child_622,HomeHOME32,About once a month or more,Una vez al mes o más,Etwa einmal im Monat oder öfter,Environ une fois par mois ou plus,Ongeveer één keer per maand of vaker,,
parent_survey_child_623,HomeHOME32,Several times,Varias veces,Mehrere Male,Plusieurs fois,Meerdere keren,,
parent_survey_child_624,HomeHOME32,Once or twice,Una o dos veces,Ein oder zweimal,Une ou deux fois,Een of twee keer,,
parent_survey_child_625,HomeHOME32,Never,Nunca,Nie,Jamais,Nooit,,
parent_survey_child_626,HomeHOME33,"When your family watches TV or views content online, do you or another adult in the home discuss it with your child?","Cuando su familia ve la televisión o ve contenidos en Internet, ¿usted u otro adulto de la casa lo comentan con su niño(a)?","Wenn Ihre Familie fernsieht oder Inhalte im Internet ansieht, sprechen Sie oder ein anderer Erwachsener im Haushalt mit Ihrem Kind darüber?","Lorsque votre famille regarde la télévision ou regarde du contenu en ligne, vous ou un autre adulte de la maison en discutez-vous avec votre enfant ?","Als uw gezin tv kijkt of online inhoud bekijkt, bespreekt u of een andere volwassene in huis dit dan met uw kind?",,
parent_survey_child_627,HomeHOME33,Almost always,Casi siempre,Fast immer,Presque toujours,Bijna altijd,,
parent_survey_child_628,HomeHOME33,More than half the time,Más de la mitad de las veces,Mehr als die Hälfte der Zeit,Plus de la moitié du temps,Meer dan de helft van de tijd,,
parent_survey_child_629,HomeHOME33,Half the time,La mitad de las veces,Die Hälfte der Zeit,La moitié du temps,De helft van de tijd,,
parent_survey_child_630,HomeHOME33,Less than half the time,Menos de la mitad de las veces,Weniger als die Hälfte der Zeit,Moins de la moitié du temps,Minder dan de helft van de tijd,,
parent_survey_child_631,HomeHOME33,Almost never,Casi nunca,Fast nie,Presque jamais,Bijna nooit,,
parent_survey_child_632,HomeHOME34,How often is your child expected to clean up after spills?,¿Con qué frecuencia se espera que su niño(a) limpie lo que derrama?,"Wie oft wird von Ihrem Kind erwartet, dass es verschüttete Flüssigkeiten aufwischt?",À quelle fréquence est-il attendu de votre enfant qu'il nettoie les dégâts ?,Hoe vaak wordt van uw kind verwacht dat hij/zij iets schoonmaakt wat gemorst is?,,
parent_survey_child_633,HomeHOME34,Almost always,Casi siempre,Fast immer,Presque toujours,Bijna altijd,,
parent_survey_child_634,HomeHOME34,More than half the time,Más de la mitad de las veces,Mehr als die Hälfte der Zeit,Plus de la moitié du temps,Meer dan de helft van de tijd,,
parent_survey_child_635,HomeHOME34,Half the time,La mitad de las veces,Die Hälfte der Zeit,La moitié du temps,De helft van de tijd,,
parent_survey_child_636,HomeHOME34,Less than half the time,Menos de la mitad de las veces,Weniger als die Hälfte der Zeit,Moins de la moitié du temps,Minder dan de helft van de tijd,,
parent_survey_child_637,HomeHOME34,Almost never,Casi nunca,Fast nie,Presque jamais,Bijna nooit,,
parent_survey_child_638,HomeHOME35,How often is your child expected to bathe him/herself?,¿Con qué frecuencia se espera que su niño(a) se bañe solo?,"Wie oft wird von Ihrem Kind erwartet, dass es sich selbst badet?",À quelle fréquence est-il attendu de votre enfant qu'il se lave lui-même ?,Hoe vaak wordt van uw kind verwacht dat hij/zij zichzelf wast?,,
parent_survey_child_639,HomeHOME35,Almost always,Casi siempre,Fast immer,Presque toujours,Bijna altijd,,
parent_survey_child_640,HomeHOME35,More than half the time,Más de la mitad de las veces,Mehr als die Hälfte der Zeit,Plus de la moitié du temps,Meer dan de helft van de tijd,,
